"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"11","626","160375-160369-21975079","1","1","13","10","1989","male","3","2",NA,"3","3","3","3","4","4","3","4","2","3","4","5","4","4","4","4","2","4","4","4","3","4","4","4",NA,"3","4","3","2","4","4","2","2","4","3",NA,"2","2","2","2",NA,"3","1","3","2","1","4","4","4","4","4","4","2","3","3","1","2","2","3","3","4","4","1",NA,"4","4","4","4","4","4","2","4","4","5","4","2","4","4","4",NA,"4","3","3","5","3","2","2","3","3","4","3","2","1","3","3","4","2","4","2017-03-29 18:06:20 utc","2017-03-29 18:21:58 utc","179190-179183-22623611","13","10","1989","male","9","7",NA,"3","3","4","2","3","3","3","4","4","3","3","3","3","2","3","3","2","3","2","3","3","2","3","3",NA,"2","2","2","4","4","3","4","3","1","2",NA,"1","2","2","3",NA,"3","2","3","2","1","2","1","2","2","1","1","1","3","1","1","1","2","1","2","1","2","1",NA,"2","2","4","3","2","2","2","4","4","4","4","2","3","3","4",NA,"3","4","4","5","4","4","2","3","3","3","4","4","1","3","3","4","3","3","2017-04-24 18:34:29 utc","2017-04-24 18:44:33 utc","4","world","2","1","8","7","yes","6","yes","8","yes","9","yes","9","yes","8","no","7.5","yes","4","yes","5","yes"
"12","745","160375-160369-12366433","1","1","9","12","1992","female","1","1",NA,"5","4","4","4","1","2","3","4","3","2","2","3","2","3","2","4","3","3","3","3","3","2","3","4",NA,"3","4","4","3","2","4","2","2","4","4",NA,"2","1","2","3",NA,"3","4","1","3","2","2","3","1","2","1","2","3","3","3","4","3","3","1","2","1","1","1",NA,"5","2","2","4","4","5","2","4","4","4","4","4","4","4","4",NA,"5","5","4","4","4","5","4","4","5","2","4","5","4","4","3","6","2","5","2016-03-03 09:26:59 utc","2016-03-03 09:33:56 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","world","3","3","5","2","no","5","no","5","no",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"13","903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"249464-249457-22361211","7","3","1994","female","7","3",NA,"3","3","3","2","2","3","1","3","4","1","2","4","2","3","2","2","4","2","2","2","2","4","4","3",NA,"4","4","3","3","2","2","3","2","2","2",NA,"1","1","2","2",NA,"4","1","3","1","1","2","4","2","1","1","4","3","2","1","1","1","2","1","2","4","4","1",NA,"4","4","2","4","3","2","1","1","3","4","4","1","4","4","5",NA,"1","6","2","6","5","2","2","6","6","2","3","4","4","2","6","6","3","3","2017-04-11 19:04:53 utc","2017-04-11 19:25:21 utc","10","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"14","917","160375-160369-12467028","0","1","18","9","1994","female","1","1",NA,"4","4","4","1","1","5","3","2","1","4","2","3","2","1","4","3","3","2","1","4","3","3","2","1",NA,"2","3","3","4","3","2","3","4","3","3",NA,"1","1","1","1",NA,"2","1","2","2","1","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","1","1",NA,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",NA,"5","2","5","4","5","2","5","5","5","2","2","5","5","2","5","2","2","5","2016-03-07 13:28:23 utc","2016-03-07 13:45:37 utc","179190-179183-12817903","18","9","1994","female","2","2",NA,"5","5","4","1","1","4","3","2","4","4","1","1","1","1","5","5","2","3","1","4","2","1","1","1",NA,"2","1","2","4","4","1","4","4","1","3",NA,"2","1","1","1",NA,"1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1",NA,"2","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"5","1","1","1","5","1","6","6","5","1","2","6","6","1","5","1","1","6","2016-03-20 15:53:41 utc","2016-03-20 16:04:03 utc","4","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"15","12","249463-249456-21979222","1","1","7","6","1992","female","2","3",NA,"2","4","4","4","4","5","4","2","4","4","3","2","3","2","4","2","2","5","2","4","5","4","3","4",NA,"2","2","3","4","3","2","4","3","2","1",NA,"1","1","1","1",NA,"3","1","2","2","3","1","1","1","2","3","3","1","2","1","2","3","2","2","2","2","3","2",NA,"4","2","2","3","3","3","1","5","4","4","4","3","4","5","4",NA,"5","2","4","2","2","5","5","5","5","4","2","3","5","2","4","5","2","2","2017-03-29 20:14:14 utc","2017-03-29 20:34:50 utc","249464-249457-22318130","7","6","1992","female","3","3",NA,"3","4","4","3","4","5","4","2","4","4","4","2","3","2","4","2","4","3","2","4","4","3","3","2",NA,"3","3","4","4","2","2","4","4","4","3",NA,"3","2","2","3",NA,"2","1","2","1","2","1","2","1","1","1","4","1","2","2","2","1","2","2","2","2","4","2",NA,"2","2","2","2","2","2","2","4","2","2","3","1","2","2","3",NA,"4","3","4","2","4","5","5","5","4","5","2","5","5","3","3","3","4","4","2017-04-10 11:33:04 utc","2017-04-10 11:50:53 utc","8","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"16","721","249463-249456-21717624","1","1","20","9","1993","male","7","6",NA,"3","3","2","3","3","4","4","4","4","4","3","2","4","3","2","3","4","4","2","4","2","3","4","2",NA,"2","2","3","4","4","3","3","4","3","1",NA,"2","1","3","1",NA,"2","1","1","2","1","2","2","1","2","1","3","1","2","1","1","1","1","1","2","1","2","1",NA,"5","3","2","2","4","3","1","4","4","2","4","1","4","4","2",NA,"5","4","4","2","3","4","3","4","4","2","2","4","4","3","4","2","4","4","2017-03-22 19:18:47 utc","2017-03-22 20:12:06 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","world",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"17","771","160375-160369-11787473","1","1","20","1","1994","female","6","6",NA,"4","4","3","4","2","3","4","3","4","4","2","3","3","2","4","4","4","4","3","4","4","3","3","2",NA,"3","3","4","4","4","3","3","4","3","3",NA,"2","2","2","2",NA,"1","1","1","2","1","1","1","2","1","2","1","2","1","1","2","1","1","1","1","1","1","1",NA,"4","4","3","3","3","5","4","4","4","4","4","5","4","3","2",NA,"4","5","4","5","5","5","5","5","5","5","4","4","4","4","4","3","4","3","2016-02-10 09:02:22 utc","2016-02-10 09:10:50 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","mental states",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"18","369","249463-249456-21903094","1","1","2","1","1993","male","2","5",NA,"4","4","3","2","2","3","4","2","4","2","2","3","3","2","2","4","3","4","3","3","3","3","3","2",NA,"2","2","2","4","4","2","4","4","3","2",NA,"1","1","1","2",NA,"2","2","1","1","1","3","3","3","1","3","3","1","2","2","2","2","2","4","1","3","3","2",NA,"2","2","3","1","2","2","1","1","2","1","2","2","1","2","2",NA,"5","2","4","3","4","2","5","4","5","2","3","5","5","3","5","2","4","5","2017-03-28 11:21:07 utc","2017-03-28 11:32:02 utc","249464-249457-22300856","2","1","1993","male","3","2",NA,"4","4","4","2","2","5","3","2","4","4","2","4","4","2","5","4","4","5","1","4","3","4","4","2",NA,"2","2","1","5","4","2","5","4","2","2",NA,"1","1","1","1",NA,"3","4","1","3","2","4","4","3","2","4","4","1","3","4","1","3","3","4","4","4","4","3",NA,"1","2","2","2","3","2","1","2","2","2","2","1","2","2","3",NA,"5","2","5","3","4","2","5","5","5","2","2","5","4","3","6","2","4","5","2017-04-09 13:02:06 utc","2017-04-09 13:10:50 utc","9","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"19","568","160375-160369-12837609","1","1","12","10","1995","male","2","3",NA,"3","3","2","5","2","3","4","2","4","3","2","2","2","4","2","3","5","3","5","4","2","4","3","4",NA,"3","4","3","4","3","2","3","3","4","4",NA,"2","2","2","1",NA,"3","2","2","1","2","1","3","2","2","3","3","2","2","1","2","3","2","2","2","1","2","2",NA,"4","4","4","4","2","3","2","3","3","5","4","3","5","3","3",NA,"3","2","2","2","4","4","4","3","3","3","2","1","2","3","2","4","3","2","2016-03-21 13:49:59 utc","2016-03-21 14:07:08 utc","179190-179183-13101101","12","10","1995","male","2","2",NA,"2","3","4","2","2","3","2","2","4","2","2","4","2","2","2","3","3","4","4","3","4","3","3","4",NA,"3","3","2","3","3","3","3","3","2","2",NA,"2","2","2","2",NA,"3","2","2","2","2","2","3","2","2","3","3","2","3","2","2","2","2","2","2","2","3","2",NA,"4","3","4","4","3","4","3","3","3","4","4","4","4","4","3",NA,"5","3","3","2","3","4","4","4","3","4","3","3","4","4","3","4","3","4","2016-04-04 13:14:31 utc","2016-04-04 13:22:43 utc","6","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"20","199","402361-402352-43663800","1","1","3","4","1998","female","5","5",NA,"4","4","3","3","2","2","4","4","3","2","2","3","2","3","1","4","3","1","3","3","2","3","2","2",NA,"4","3","4","3","4","4","3","2","2","3",NA,"4","3","1","1",NA,"1","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1",NA,"4","2","4","4","4","4","2","4","4","4","4","2","5","5","2",NA,"4","4","5","2","5","4","4","4","4","2","5","5","4","4","5","4","4","4","2019-02-15 16:02:23 utc","2019-02-15 16:14:09 utc","402362-402353-44437522","3","4","1998","female","4","5",NA,"2","2","2","2","3","3","3","4","2","2","2","3","1","3","2","3","3","2","2","2","2","4","4","3",NA,"5","5","4","2","2","4","3","3","3","4",NA,"4","4","2","1",NA,"2","3","3","3","2","2","2","1","2","1","2","1","3","3","2","3","2","2","2","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3","4","4","4","4","4","3","2","5","5","4","4","3","4","3","3","2019-03-06 15:13:46 utc","2019-03-06 15:22:10 utc","7","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"21","311","160375-160369-18876981","1","1","31","10","1994","female","1","1",NA,"3","5","3","5","2","3","3","3","3","2","2","4","2","5","2","4","5","3","5","4","3","5","5","5",NA,"5","2","5","5","5","1","4","4","2","5",NA,"4","2","2","1",NA,"1","2","3","1","1","2","3","1","1","1","4","4","1","1","1","1","3","1","2","4","4","1",NA,"5","4","4","1","1","5","5","2","5","4","5","4","3","4","4",NA,"4","6","6","2","6","1","6","6","6","1","6","5","6","1","5","3","5","3","2016-12-28 09:14:57 utc","2016-12-28 09:29:00 utc","179190-179183-19693342","31","10","1994","female","2","5",NA,"3","3","3","4","3","4","5","2","5","3","4","4","2","5","4","2","5","2","5","2","2","5","5","5",NA,"2","3","5","4","4","5","4","4","2","2",NA,"2","2","1","1",NA,"1","1","3","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","3","1",NA,"2","4","3","1","1","1","4","1","1","3","3","3","3","3","2",NA,"3","6","6","2","5","1","4","6","6","1","6","6","5","1","6","2","6","6","2017-01-30 22:14:32 utc","2017-01-30 22:29:59 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","583","160375-160369-21928685","1","1","19","8","1992","male","2","7",NA,"4","4","4","1","3","4","2","3","5","4","2","4","2","1","2","2","4","4","1","5","4","4","4","1",NA,"1","1","3","4","4","3","5","4","1","4",NA,"2","1","1","1",NA,"1","2","2","2","1","2","1","1","1","1","2","1","2","1","1","2","1","1","2","1","2","1",NA,"1","2","1","1","1","1","2","2","1","1","1","1","1","1","1",NA,"5","2","6","1","5","1","5","6","6","1","3","4","4","2","6","2","5","6","2017-03-28 18:39:56 utc","2017-03-28 18:52:12 utc","179190-179183-22571150","19","8","1992","male","4","5",NA,"4","4","4","2","2","2","2","3","2","3","2","4","4","1","2","4","4","4","1","3","4","3","4","1",NA,"4","2","3","4","4","2","5","4","2","2",NA,"2","2","2","1",NA,"1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1",NA,"2","1","1","1","2","2","1","2","1","1","2","1","2","2","3",NA,"5","2","6","1","5","1","5","5","6","1","2","6","6","1","6","2","4","6","2017-04-21 18:55:14 utc","2017-04-21 19:03:47 utc","10","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"23","217","160375-160369-12729709","0","1","18","1","1995","female","4","6",NA,"3","2","3","4","3","3","4","3","3","4","2","3","3","4","4","2","4","3","3","4","3","3","3","2",NA,"3","3","3","3","3","3","3","4","3","2",NA,"2","1","2","1",NA,"3","2","3","2","2","3","1","2","2","2","3","1","3","2","2","2","3","2","1","2","3","2",NA,"3","4","3","4","3","5","4","3","4","5","4","4","4","3","5",NA,"4","3","3","4","3","4","4","3","4","4","3","4","4","3","1","3","3","4","2016-03-16 15:51:24 utc","2016-03-16 16:09:20 utc","179190-179183-13057659","18","1","1995","female","3","4",NA,"3","4","4","3","2","3","3","2","3","2","2","2","2","2","3","2","3","2","2","3","2","2","2","3",NA,"2","4","2","4","4","3","3","3","3","2",NA,"1","3","1","1",NA,"2","2","2","1","1","2","3","3","2","2","3","2","4","2","2","2","2","2","1","2","2","3",NA,"3","4","4","4","3","4","4","2","3","2","3","3","2","2","3",NA,"4","2","4","2","5","3","5","4","4","2","3","5","5","3","3","3","4","4","2016-04-01 15:40:01 utc","2016-04-01 15:52:12 utc","7","world","2","5","6","7","no","7.5","no","7.5","no","5","no","4","no","6","no","7.5","no","6","no","7.5","no"
"24","741","301170-301162-31727294","1","1","23","5","1981","female","2","8",NA,"4","5","2","3","2","3","5","4","2","2","3","4","2","4","2","4","4","2","4","3","2","4","4","4",NA,"5","4","4","3","3","4","3","3","4","4",NA,"2","2","3","3",NA,"2","2","2","2","2","2","3","1","2","4","2","1","2","3","4","3","2","2","2","2","1","2",NA,"4","4","4","3","4","4","4","3","4","4","4","4","3","4","4",NA,"2","3","4","1","4","1","3","6","4","1","3","6","3","2","5","2","6","5","2018-03-05 15:52:14 utc","2018-03-05 16:18:47 utc","301171-301163-35374505","23","5","1981","female","4","6",NA,"4","4","3","4","2","3","4","4","2","3","2","3","3","4","3","4","3","3","4","4","3","4","4","4",NA,"3","3","3","4","3","3","3","3","4","3",NA,"2","2","2","2",NA,"2","1","2","1","1","1","2","1","1","3","1","1","2","1","3","2","1","1","1","3","2","2",NA,"3","4","3","2","3","4","3","3","4","4","4","4","4","4","4",NA,"3","1","5","1","5","1","5","5","5","1","2","5","5","2","5","2","5","5","2018-05-17 17:03:12 utc","2018-05-17 21:13:03 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","432","301170-301162-34007470","1","1","7","11","1997","male","1","3",NA,"1","2","2","4","4","3","2","5","1","4","5","4","1","5","4","1","4","4","5","2","2","5","3","4",NA,"5","5","5","1","1","4","2","2","4","5",NA,"4","4","4","4",NA,"3","3","3","3","3","3","4","3","4","4","1","1","3","4","4","4","4","4","4","4","1","4",NA,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,"1","6","2","6","1","5","2","3","2","5","5","5","2","6","3","6","6","4","2018-04-16 17:00:08 utc","2018-04-16 17:06:30 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","710","160375-160369-12403050","1","1","29","9","1987","female","2","3",NA,"4","4","2","4","2","1","5","2","1","2","2","3","2","4","1","4","4","1","4","1","1","3","3","4",NA,"3","5","5","1","2","5","2","2","1","5",NA,"4","2","3","3",NA,"2","3","2","2","1","3","3","1","4","4","2","1","2","4","3","4","3","4","3","2","2","1",NA,"5","1","4","3","3","3","4","5","4","5","5","3","5","4","1",NA,"2","6","3","4","1","4","1","5","4","1","6","4","1","6","1","6","2","2","2016-03-04 10:33:07 utc","2016-03-04 10:56:00 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","world","3","2","2","1","yes","3","yes","5","yes","4","no","3","yes",NA,"",NA,"",NA,"",NA,""
"27","820","160375-160369-17587432","1","1","15","10","1995","female","1","4",NA,"4","4","5","2","3","4","3","3","3","4","3","2","3","4","4","4","2","3","3","4","3","2","2","4",NA,"3","2","4","4","4","2","3","3","3","3",NA,"3","2","2","1",NA,"2","3","2","3","1","2","3","1","1","1","2","1","2","2","1","1","1","1","1","2","2","2",NA,"3","4","3","3","2","2","2","4","4","3","4","2","4","2","4",NA,"4","4","5","2","4","2","5","4","5","2","4","5","5","3","4","3","3","5","2016-11-04 19:16:13 utc","2016-11-04 19:30:37 utc","179190-179183-18167441","15","10","1995","female","5","3",NA,"3","3","4","2","3","4","2","2","3","3","4","2","3","2","4","3","2","3","2","4","3","3","2","3",NA,"3","3","3","4","4","2","3","4","3","2",NA,"1","1","2","2",NA,"2","3","2","2","1","1","3","1","2","2","2","3","3","2","1","2","1","2","1","1","2","1",NA,"4","4","4","3","2","4","2","4","2","2","2","3","4","2","4",NA,"5","4","5","2","4","4","5","5","5","2","4","6","5","4","5","2","3","5","2016-11-25 17:02:37 utc","2016-11-25 17:15:49 utc","4","mind","5","3","5","4","yes","6","yes","4","yes","7","no","5","yes","7","yes","6","yes","5","yes","8","yes"
"28","58","249463-249456-24155270","1","1","8","6","1993","female","6","8",NA,"4","5","3","5","2","4","5","4","3","2","3","3","3","5","3","4","3","3","4","4","3","3","3","5",NA,"4","4","5","3","3","4","2","3","4","4",NA,"2","2","1","1",NA,"3","4","4","4","2","4","4","1","2","4","3","2","4","4","2","4","4","3","4","4","2","4",NA,"4","5","3","3","4","4","3","3","4","2","4","2","3","3","5",NA,"5","2","5","1","4","3","4","5","5","2","4","6","4","5","4","3","4","4","2017-06-21 16:03:43 utc","2017-06-21 16:16:44 utc","249464-249457-24603461","8","6","1993","female","8","6",NA,"4","4","4","2","1","4","3","3","4","4","2","2","4","2","4","4","2","4","2","4","4","2","3","3",NA,"2","4","3","3","4","3","4","4","3","3",NA,"2","1","2","2",NA,"1","2","3","3","1","2","2","1","1","1","1","1","3","1","2","1","2","1","3","1","1","1",NA,"3","4","3","3","4","3","2","2","3","2","2","2","3","4","4",NA,"4","2","5","1","5","2","5","5","5","3","4","5","5","4","5","2","4","4","2017-07-12 08:08:25 utc","2017-07-12 08:18:22 utc","6","world","2","3","6","2","no","4","yes","5","no","3","no","4","no","3","no","6","no","5","yes","6","no"
